City,Date,Month,Predicted Temperature (°C),Predicted Units Consumed (kWh)
Indore,2025-09-21,September,33.24,465.61
Indore,2025-09-22,September,30.04,491.28
Indore,2025-09-23,September,34.37,589.61
Indore,2025-09-24,September,32.53,463.05
Indore,2025-09-25,September,34.85,470.71
Indore,2025-09-26,September,31.28,511.6
Indore,2025-09-27,September,29.52,483.48
Indore,2025-09-28,September,29.7,493.44
Indore,2025-09-29,September,34.55,541.7
Indore,2025-09-30,September,31.85,528.73
Indore,2025-10-01,October,20.37,456.01
Indore,2025-10-02,October,21.57,455.8
Indore,2025-10-03,October,21.0,467.23
Indore,2025-10-04,October,20.83,467.58
Indore,2025-10-05,October,24.69,363.56
Indore,2025-10-06,October,24.94,376.53
Indore,2025-10-07,October,26.3,447.12
Indore,2025-10-08,October,26.92,394.19
Indore,2025-10-09,October,21.98,498.33
Indore,2025-10-10,October,24.83,443.89
Indore,2025-10-11,October,21.77,465.49
Indore,2025-10-12,October,26.47,382.8
Indore,2025-10-13,October,27.6,430.03
Indore,2025-10-14,October,24.06,393.07
Indore,2025-10-15,October,21.63,402.87
Indore,2025-10-16,October,25.48,387.91
Indore,2025-10-17,October,25.37,350.03
Indore,2025-10-18,October,26.44,463.87
Indore,2025-10-19,October,26.02,448.8
Indore,2025-10-20,October,20.29,377.41
Indore,2025-10-21,October,20.96,457.41
Indore,2025-10-22,October,21.59,477.19
Indore,2025-10-23,October,21.97,431.94
Indore,2025-10-24,October,27.82,387.35
Indore,2025-10-25,October,26.85,356.36
Indore,2025-10-26,October,21.89,455.87
Indore,2025-10-27,October,25.61,369.33
Indore,2025-10-28,October,22.19,489.45
Indore,2025-10-29,October,22.76,382.59
Indore,2025-10-30,October,25.95,451.81
Indore,2025-10-31,October,24.83,496.57
Indore,2025-11-01,November,25.58,430.65
Indore,2025-11-02,November,22.94,421.73
Indore,2025-11-03,November,27.8,381.88
Indore,2025-11-04,November,26.19,383.74
Indore,2025-11-05,November,21.45,350.93
Indore,2025-11-06,November,27.85,460.46
Indore,2025-11-07,November,20.84,489.85
Indore,2025-11-08,November,27.45,351.55
Indore,2025-11-09,November,20.3,395.37
Indore,2025-11-10,November,24.68,482.68
Indore,2025-11-11,November,20.12,368.03
Indore,2025-11-12,November,21.27,422.8
Indore,2025-11-13,November,23.02,388.63
Indore,2025-11-14,November,24.47,467.07
Indore,2025-11-15,November,20.25,379.63
Indore,2025-11-16,November,20.11,496.27
Indore,2025-11-17,November,20.97,454.69
Indore,2025-11-18,November,25.3,459.27
Indore,2025-11-19,November,26.98,472.58
Indore,2025-11-20,November,20.45,438.6
Indore,2025-11-21,November,23.07,419.51
Indore,2025-11-22,November,21.13,477.33
Indore,2025-11-23,November,26.82,408.91
Indore,2025-11-24,November,23.31,463.83
Indore,2025-11-25,November,25.91,362.62
Indore,2025-11-26,November,27.64,352.95
Indore,2025-11-27,November,27.15,420.06
Indore,2025-11-28,November,26.94,369.04
Indore,2025-11-29,November,26.87,420.23
Indore,2025-11-30,November,25.45,429.93
Indore,2025-12-01,December,23.8,487.62
Indore,2025-12-02,December,23.44,416.24
Indore,2025-12-03,December,22.3,382.69
Indore,2025-12-04,December,20.59,364.65
Indore,2025-12-05,December,23.72,403.4
Indore,2025-12-06,December,24.68,439.52
Indore,2025-12-07,December,24.79,400.83
Indore,2025-12-08,December,23.14,416.85
Indore,2025-12-09,December,22.65,441.73
Indore,2025-12-10,December,20.02,475.6
Indore,2025-12-11,December,27.6,396.21
Indore,2025-12-12,December,21.48,452.06
Indore,2025-12-13,December,27.68,484.14
Indore,2025-12-14,December,25.76,421.43
Indore,2025-12-15,December,23.73,374.68
Indore,2025-12-16,December,21.83,412.85
Indore,2025-12-17,December,24.93,393.67
Indore,2025-12-18,December,24.0,470.23
Indore,2025-12-19,December,21.14,419.87
Indore,2025-12-20,December,27.94,499.63
Indore,2025-12-21,December,20.61,383.58
Indore,2025-12-22,December,21.21,486.64
Indore,2025-12-23,December,25.83,351.48
Indore,2025-12-24,December,20.54,374.35
Indore,2025-12-25,December,27.83,412.34
Indore,2025-12-26,December,23.05,482.26
Indore,2025-12-27,December,21.76,427.19
Indore,2025-12-28,December,21.9,459.15
Indore,2025-12-29,December,27.11,473.89
Indore,2025-12-30,December,20.09,450.93
Indore,2025-12-31,December,24.67,487.12
Gwalior,2025-01-01,January,20.05,456.13
Gwalior,2025-01-02,January,22.91,440.66
Gwalior,2025-01-03,January,24.96,427.81
Gwalior,2025-01-04,January,27.03,488.13
Gwalior,2025-01-05,January,20.02,494.27
Gwalior,2025-01-06,January,26.04,499.84
Gwalior,2025-01-07,January,22.46,358.97
Gwalior,2025-01-08,January,24.93,389.0
Gwalior,2025-01-09,January,23.37,418.02
Gwalior,2025-01-10,January,22.55,356.72
Gwalior,2025-01-11,January,24.1,385.54
Gwalior,2025-01-12,January,21.1,450.34
Gwalior,2025-01-13,January,20.36,404.95
Gwalior,2025-01-14,January,25.95,491.45
Gwalior,2025-01-15,January,24.49,422.91
Gwalior,2025-01-16,January,24.01,464.89
Gwalior,2025-01-17,January,24.22,431.76
Gwalior,2025-01-18,January,24.45,402.06
Gwalior,2025-01-19,January,25.59,372.31
Gwalior,2025-01-20,January,24.92,448.56
Gwalior,2025-01-21,January,27.5,445.16
Gwalior,2025-01-22,January,20.12,382.16
Gwalior,2025-01-23,January,22.45,438.47
Gwalior,2025-01-24,January,25.28,390.76
Gwalior,2025-01-25,January,23.36,447.85
Gwalior,2025-01-26,January,25.27,487.64
Gwalior,2025-01-27,January,27.26,389.68
Gwalior,2025-01-28,January,21.77,470.02
Gwalior,2025-01-29,January,22.17,469.05
Gwalior,2025-01-30,January,23.58,351.8
Gwalior,2025-01-31,January,22.2,457.52
Gwalior,2025-02-01,February,27.15,389.09
Gwalior,2025-02-02,February,22.56,461.47
Gwalior,2025-02-03,February,22.16,441.0
Gwalior,2025-02-04,February,23.96,459.24
Gwalior,2025-02-05,February,21.67,493.86
Gwalior,2025-02-06,February,22.69,446.36
Gwalior,2025-02-07,February,21.06,360.08
Gwalior,2025-02-08,February,26.54,386.45
Gwalior,2025-02-09,February,26.94,430.88
Gwalior,2025-02-10,February,20.65,435.22
Gwalior,2025-02-11,February,26.6,353.29
Gwalior,2025-02-12,February,23.42,373.63
Gwalior,2025-02-13,February,27.71,390.31
Gwalior,2025-02-14,February,23.91,370.23
Gwalior,2025-02-15,February,27.67,461.43
Gwalior,2025-02-16,February,26.18,385.18
Gwalior,2025-02-17,February,22.27,356.11
Gwalior,2025-02-18,February,27.43,426.51
Gwalior,2025-02-19,February,24.66,454.38
Gwalior,2025-02-20,February,23.74,467.55
Gwalior,2025-02-21,February,20.17,393.43
Gwalior,2025-02-22,February,21.18,479.72
Gwalior,2025-02-23,February,20.44,460.77
Gwalior,2025-02-24,February,21.65,353.2
Gwalior,2025-02-25,February,22.11,369.62
Gwalior,2025-02-26,February,23.32,443.11
Gwalior,2025-02-27,February,27.6,359.1
Gwalior,2025-02-28,February,20.51,487.58
Gwalior,2025-03-01,March,32.17,481.42
Gwalior,2025-03-02,March,28.99,559.81
Gwalior,2025-03-03,March,28.68,563.94
Gwalior,2025-03-04,March,33.58,507.53
Gwalior,2025-03-05,March,30.53,525.78
Gwalior,2025-03-06,March,34.44,520.81
Gwalior,2025-03-07,March,28.23,530.38
Gwalior,2025-03-08,March,29.29,460.82
Gwalior,2025-03-09,March,31.97,591.96
Gwalior,2025-03-10,March,34.35,545.2
Gwalior,2025-03-11,March,29.92,536.49
Gwalior,2025-03-12,March,33.21,459.5
Gwalior,2025-03-13,March,34.96,501.54
Gwalior,2025-03-14,March,33.15,567.15
Gwalior,2025-03-15,March,31.03,483.35
Gwalior,2025-03-16,March,29.1,524.13
Gwalior,2025-03-17,March,32.33,478.23
Gwalior,2025-03-18,March,34.22,532.29
Gwalior,2025-03-19,March,30.93,485.83
Gwalior,2025-03-20,March,31.37,513.31
Gwalior,2025-03-21,March,32.96,474.13
Gwalior,2025-03-22,March,28.13,450.58
Gwalior,2025-03-23,March,32.38,594.44
Gwalior,2025-03-24,March,31.93,501.19
Gwalior,2025-03-25,March,31.52,536.15
Gwalior,2025-03-26,March,29.62,595.88
Gwalior,2025-03-27,March,30.51,530.02
Gwalior,2025-03-28,March,34.55,539.43
Gwalior,2025-03-29,March,30.74,574.81
Gwalior,2025-03-30,March,32.3,595.44
Gwalior,2025-03-31,March,29.88,486.06
Gwalior,2025-04-01,April,40.95,567.02
Gwalior,2025-04-02,April,37.25,642.4
Gwalior,2025-04-03,April,35.39,552.14
Gwalior,2025-04-04,April,39.6,565.13
Gwalior,2025-04-05,April,34.36,749.41
Gwalior,2025-04-06,April,39.39,552.07
Gwalior,2025-04-07,April,34.52,738.55
Gwalior,2025-04-08,April,35.74,608.34
Gwalior,2025-04-09,April,43.4,566.75
Gwalior,2025-04-10,April,39.78,575.98
Gwalior,2025-04-11,April,38.78,649.52
Gwalior,2025-04-12,April,42.43,660.75
Gwalior,2025-04-13,April,34.38,590.53
Gwalior,2025-04-14,April,34.32,656.56
Gwalior,2025-04-15,April,37.85,624.54
Gwalior,2025-04-16,April,39.23,742.44
Gwalior,2025-04-17,April,36.1,557.51
Gwalior,2025-04-18,April,35.86,736.68
Gwalior,2025-04-19,April,38.92,724.66
Gwalior,2025-04-20,April,38.06,559.18
Gwalior,2025-04-21,April,42.86,729.88
Gwalior,2025-04-22,April,37.52,672.55
Gwalior,2025-04-23,April,36.51,579.43
Gwalior,2025-04-24,April,41.89,646.64
Gwalior,2025-04-25,April,40.44,578.42
Gwalior,2025-04-26,April,39.93,686.84
Gwalior,2025-04-27,April,38.72,648.78
Gwalior,2025-04-28,April,37.63,697.31
Gwalior,2025-04-29,April,37.46,627.72
Gwalior,2025-04-30,April,37.35,582.38
Gwalior,2025-05-01,May,43.99,662.24
Gwalior,2025-05-02,May,39.51,632.36
Gwalior,2025-05-03,May,41.19,637.47
Gwalior,2025-05-04,May,36.18,613.25
Gwalior,2025-05-05,May,35.76,675.3
Gwalior,2025-05-06,May,37.95,581.33
Gwalior,2025-05-07,May,40.69,667.88
Gwalior,2025-05-08,May,40.65,732.69
Gwalior,2025-05-09,May,39.18,662.03
Gwalior,2025-05-10,May,35.77,660.18
Gwalior,2025-05-11,May,35.54,680.47
Gwalior,2025-05-12,May,41.26,667.57
Gwalior,2025-05-13,May,40.99,642.48
Gwalior,2025-05-14,May,40.36,571.58
Gwalior,2025-05-15,May,39.38,563.55
Gwalior,2025-05-16,May,42.75,683.07
Gwalior,2025-05-17,May,35.23,585.13
Gwalior,2025-05-18,May,38.35,711.24
Gwalior,2025-05-19,May,41.7,563.48
Gwalior,2025-05-20,May,38.52,648.18
Gwalior,2025-05-21,May,37.56,603.2
Gwalior,2025-05-22,May,40.07,638.47
Gwalior,2025-05-23,May,37.47,579.18
Gwalior,2025-05-24,May,42.32,710.8
Gwalior,2025-05-25,May,43.08,679.7
Gwalior,2025-05-26,May,41.3,556.82
Gwalior,2025-05-27,May,43.51,616.03
Gwalior,2025-05-28,May,42.65,709.82
Gwalior,2025-05-29,May,37.54,627.64
Gwalior,2025-05-30,May,35.39,583.86
Gwalior,2025-05-31,May,43.62,676.85
Gwalior,2025-06-01,June,37.62,666.95
Gwalior,2025-06-02,June,36.99,694.6
Gwalior,2025-06-03,June,39.43,581.57
Gwalior,2025-06-04,June,40.34,727.92
Gwalior,2025-06-05,June,43.79,677.94
Gwalior,2025-06-06,June,34.91,645.27
Gwalior,2025-06-07,June,43.34,650.97
Gwalior,2025-06-08,June,41.25,574.1
Gwalior,2025-06-09,June,38.08,589.81
Gwalior,2025-06-10,June,38.32,623.2
Gwalior,2025-06-11,June,38.71,704.26
Gwalior,2025-06-12,June,42.35,576.77
Gwalior,2025-06-13,June,38.74,695.95
Gwalior,2025-06-14,June,39.18,712.55
Gwalior,2025-06-15,June,42.45,710.04
Gwalior,2025-06-16,June,38.59,694.87
Gwalior,2025-06-17,June,38.44,682.09
Gwalior,2025-06-18,June,38.23,616.19
Gwalior,2025-06-19,June,40.75,578.38
Gwalior,2025-06-20,June,36.05,686.16
Gwalior,2025-06-21,June,35.51,632.96
Gwalior,2025-06-22,June,37.09,611.47
Gwalior,2025-06-23,June,36.28,587.07
Gwalior,2025-06-24,June,36.38,576.4
Gwalior,2025-06-25,June,39.3,667.73
Gwalior,2025-06-26,June,37.59,597.92
Gwalior,2025-06-27,June,39.14,644.42
Gwalior,2025-06-28,June,37.41,657.51
Gwalior,2025-06-29,June,38.67,732.53
Gwalior,2025-06-30,June,41.1,627.25
Gwalior,2025-07-01,July,34.77,676.32
Gwalior,2025-07-02,July,37.79,712.49
Gwalior,2025-07-03,July,34.39,564.52
Gwalior,2025-07-04,July,42.92,726.18
Gwalior,2025-07-05,July,41.89,680.34
Gwalior,2025-07-06,July,41.16,749.24
Gwalior,2025-07-07,July,42.6,665.59
Gwalior,2025-07-08,July,36.31,608.85
Gwalior,2025-07-09,July,43.42,630.13
Gwalior,2025-07-10,July,39.05,655.12
Gwalior,2025-07-11,July,37.17,723.01
Gwalior,2025-07-12,July,35.5,705.75
Gwalior,2025-07-13,July,42.86,686.41
Gwalior,2025-07-14,July,34.7,684.45
Gwalior,2025-07-15,July,38.66,582.69
Gwalior,2025-07-16,July,40.53,629.67
Gwalior,2025-07-17,July,36.99,559.11
Gwalior,2025-07-18,July,34.31,714.14
Gwalior,2025-07-19,July,36.85,562.14
Gwalior,2025-07-20,July,40.06,555.32
Gwalior,2025-07-21,July,37.06,690.91
Gwalior,2025-07-22,July,37.57,698.9
Gwalior,2025-07-23,July,43.49,620.19
Gwalior,2025-07-24,July,35.83,576.57
Gwalior,2025-07-25,July,38.73,637.35
Gwalior,2025-07-26,July,38.74,733.82
Gwalior,2025-07-27,July,43.05,592.12
Gwalior,2025-07-28,July,35.7,743.65
Gwalior,2025-07-29,July,34.39,606.58
Gwalior,2025-07-30,July,38.17,715.99
Gwalior,2025-07-31,July,39.35,686.63
Gwalior,2025-08-01,August,31.71,500.37
Gwalior,2025-08-02,August,34.61,508.26
Gwalior,2025-08-03,August,30.45,531.52
Gwalior,2025-08-04,August,32.12,575.86
Gwalior,2025-08-05,August,28.81,552.88
Gwalior,2025-08-06,August,32.19,469.57
Gwalior,2025-08-07,August,29.66,461.48
Gwalior,2025-08-08,August,28.6,487.82
Gwalior,2025-08-09,August,29.98,513.83
Gwalior,2025-08-10,August,33.83,568.14
Gwalior,2025-08-11,August,30.98,466.0
Gwalior,2025-08-12,August,31.32,483.07
Gwalior,2025-08-13,August,28.06,519.39
Gwalior,2025-08-14,August,34.0,596.62
Gwalior,2025-08-15,August,34.73,569.39
Gwalior,2025-08-16,August,32.36,470.65
Gwalior,2025-08-17,August,34.35,544.69
Gwalior,2025-08-18,August,32.19,461.25
Gwalior,2025-08-19,August,31.08,532.68
Gwalior,2025-08-20,August,29.22,473.86
Gwalior,2025-08-21,August,34.98,542.1
Gwalior,2025-08-22,August,34.26,524.32
Gwalior,2025-08-23,August,32.98,595.76
Gwalior,2025-08-24,August,28.29,554.77
Gwalior,2025-08-25,August,33.99,522.62
Gwalior,2025-08-26,August,31.44,488.86
Gwalior,2025-08-27,August,32.87,455.54
Gwalior,2025-08-28,August,31.3,545.48
Gwalior,2025-08-29,August,32.08,514.78
Gwalior,2025-08-30,August,30.94,580.67
Gwalior,2025-08-31,August,33.86,460.87
Gwalior,2025-09-01,September,33.16,454.66
Gwalior,2025-09-02,September,31.95,554.61
Gwalior,2025-09-03,September,34.88,474.75
Gwalior,2025-09-04,September,33.73,554.61
Gwalior,2025-09-05,September,32.48,529.59
Gwalior,2025-09-06,September,28.34,457.65
Gwalior,2025-09-07,September,31.08,518.16
Gwalior,2025-09-08,September,28.42,526.11
Gwalior,2025-09-09,September,29.9,471.18
Gwalior,2025-09-10,September,28.14,485.31
Gwalior,2025-09-11,September,32.99,596.58
Gwalior,2025-09-12,September,31.5,538.63
Gwalior,2025-09-13,September,34.64,458.73
Gwalior,2025-09-14,September,33.14,573.18
Gwalior,2025-09-15,September,34.93,595.2
Gwalior,2025-09-16,September,33.5,556.03
Gwalior,2025-09-17,September,31.64,574.01
Gwalior,2025-09-18,September,33.02,588.48
Gwalior,2025-09-19,September,32.36,541.52
Gwalior,2025-09-20,September,28.39,521.77
Gwalior,2025-09-21,September,34.02,537.26
Gwalior,2025-09-22,September,31.71,527.59
Gwalior,2025-09-23,September,30.45,485.47
Gwalior,2025-09-24,September,30.87,476.38
Gwalior,2025-09-25,September,28.04,552.31
Gwalior,2025-09-26,September,33.72,567.47
Gwalior,2025-09-27,September,31.32,578.56
Gwalior,2025-09-28,September,31.46,497.57
Gwalior,2025-09-29,September,30.05,552.41
Gwalior,2025-09-30,September,30.69,506.15
Gwalior,2025-10-01,October,20.84,414.74
Gwalior,2025-10-02,October,22.84,444.75
Gwalior,2025-10-03,October,25.58,494.9
Gwalior,2025-10-04,October,20.48,373.94
Gwalior,2025-10-05,October,26.33,408.05
Gwalior,2025-10-06,October,22.8,493.66
Gwalior,2025-10-07,October,21.15,362.81
Gwalior,2025-10-08,October,27.13,368.33
Gwalior,2025-10-09,October,20.26,393.45
Gwalior,2025-10-10,October,23.89,364.24
Gwalior,2025-10-11,October,25.36,447.14
Gwalior,2025-10-12,October,21.17,497.05
Gwalior,2025-10-13,October,20.43,389.99
Gwalior,2025-10-14,October,26.51,476.09
Gwalior,2025-10-15,October,22.44,476.54
Gwalior,2025-10-16,October,25.07,443.31
Gwalior,2025-10-17,October,22.38,416.2
Gwalior,2025-10-18,October,26.87,475.26
Gwalior,2025-10-19,October,23.94,383.28
Gwalior,2025-10-20,October,24.28,479.97
Gwalior,2025-10-21,October,20.76,393.95
Gwalior,2025-10-22,October,22.83,450.36
Gwalior,2025-10-23,October,20.4,440.25
Gwalior,2025-10-24,October,26.28,480.55
Gwalior,2025-10-25,October,23.24,464.5
Gwalior,2025-10-26,October,23.35,415.04
Gwalior,2025-10-27,October,21.17,351.32
Gwalior,2025-10-28,October,24.69,394.6
Gwalior,2025-10-29,October,20.04,419.45
Gwalior,2025-10-30,October,25.94,367.73
Gwalior,2025-10-31,October,20.63,389.37
Gwalior,2025-11-01,November,26.47,402.83
Gwalior,2025-11-02,November,27.33,458.25
Gwalior,2025-11-03,November,26.58,375.31
Gwalior,2025-11-04,November,25.2,467.47
Gwalior,2025-11-05,November,23.13,370.31
Gwalior,2025-11-06,November,21.16,364.28
Gwalior,2025-11-07,November,26.33,387.48
Gwalior,2025-11-08,November,22.59,363.53
Gwalior,2025-11-09,November,22.58,352.76
Gwalior,2025-11-10,November,22.91,480.51
Gwalior,2025-11-11,November,25.18,357.67
Gwalior,2025-11-12,November,25.63,463.26
Gwalior,2025-11-13,November,24.88,415.95
Gwalior,2025-11-14,November,21.99,380.94
Gwalior,2025-11-15,November,26.71,465.01
Gwalior,2025-11-16,November,21.12,444.64
Gwalior,2025-11-17,November,22.94,467.93
Gwalior,2025-11-18,November,22.51,452.06
Gwalior,2025-11-19,November,20.53,376.48
Gwalior,2025-11-20,November,23.76,404.58
Gwalior,2025-11-21,November,20.27,499.53
Gwalior,2025-11-22,November,21.84,410.43
Gwalior,2025-11-23,November,20.85,363.48
Gwalior,2025-11-24,November,21.61,372.44
Gwalior,2025-11-25,November,22.69,392.76
Gwalior,2025-11-26,November,27.15,466.4
Gwalior,2025-11-27,November,21.06,397.87
Gwalior,2025-11-28,November,25.82,371.99
Gwalior,2025-11-29,November,25.2,468.83
Gwalior,2025-11-30,November,20.4,389.25
Gwalior,2025-12-01,December,26.06,427.36
Gwalior,2025-12-02,December,27.41,363.55
Gwalior,2025-12-03,December,27.01,360.14
Gwalior,2025-12-04,December,23.61,414.42
Gwalior,2025-12-05,December,22.28,415.95
Gwalior,2025-12-06,December,20.13,379.63
Gwalior,2025-12-07,December,24.99,410.97
Gwalior,2025-12-08,December,23.1,446.22
Gwalior,2025-12-09,December,23.49,360.53
Gwalior,2025-12-10,December,21.47,484.0
Gwalior,2025-12-11,December,22.57,482.2
Gwalior,2025-12-12,December,24.25,360.43
Gwalior,2025-12-13,December,22.29,389.91
Gwalior,2025-12-14,December,25.9,446.97
Gwalior,2025-12-15,December,21.97,383.09
Gwalior,2025-12-16,December,27.18,418.15
Gwalior,2025-12-17,December,26.3,403.47
Gwalior,2025-12-18,December,25.01,432.91
Gwalior,2025-12-19,December,27.41,366.27
Gwalior,2025-12-20,December,23.25,389.13
Gwalior,2025-12-21,December,21.03,430.74
Gwalior,2025-12-22,December,23.32,372.72
Gwalior,2025-12-23,December,27.04,406.89
Gwalior,2025-12-24,December,25.49,376.55
Gwalior,2025-12-25,December,27.82,473.35
Gwalior,2025-12-26,December,27.57,406.7
Gwalior,2025-12-27,December,20.87,406.19
Gwalior,2025-12-28,December,20.01,460.68
Gwalior,2025-12-29,December,24.94,382.92
Gwalior,2025-12-30,December,26.43,417.6
Gwalior,2025-12-31,December,22.38,456.04
Jabalpur,2025-01-01,January,26.07,475.5
Jabalpur,2025-01-02,January,24.38,372.67
Jabalpur,2025-01-03,January,23.78,408.15
Jabalpur,2025-01-04,January,20.52,443.49
Jabalpur,2025-01-05,January,23.59,475.62
Jabalpur,2025-01-06,January,22.07,398.24
Jabalpur,2025-01-07,January,26.71,353.19
Jabalpur,2025-01-08,January,22.57,400.33
Jabalpur,2025-01-09,January,24.98,443.04
Jabalpur,2025-01-10,January,27.9,440.67
Jabalpur,2025-01-11,January,23.59,379.47
Jabalpur,2025-01-12,January,25.87,409.63
Jabalpur,2025-01-13,January,27.92,385.94
Jabalpur,2025-01-14,January,25.22,475.86
Jabalpur,2025-01-15,January,25.97,487.83
Jabalpur,2025-01-16,January,21.1,493.43
Jabalpur,2025-01-17,January,26.15,455.87
Jabalpur,2025-01-18,January,26.16,393.81
Jabalpur,2025-01-19,January,24.09,496.13
Jabalpur,2025-01-20,January,23.58,379.65
Jabalpur,2025-01-21,January,21.04,363.39
Jabalpur,2025-01-22,January,27.14,389.28
Jabalpur,2025-01-23,January,21.24,492.0
Jabalpur,2025-01-24,January,27.12,371.02
Jabalpur,2025-01-25,January,23.51,412.13
Jabalpur,2025-01-26,January,25.51,369.57
Jabalpur,2025-01-27,January,20.71,384.68
Jabalpur,2025-01-28,January,27.86,400.93
Jabalpur,2025-01-29,January,22.82,483.67
Jabalpur,2025-01-30,January,20.18,385.9
Jabalpur,2025-01-31,January,26.01,374.41
Jabalpur,2025-02-01,February,20.81,357.1
Jabalpur,2025-02-02,February,22.05,428.31
Jabalpur,2025-02-03,February,25.75,429.73
Jabalpur,2025-02-04,February,20.57,374.11
Jabalpur,2025-02-05,February,26.49,478.5
Jabalpur,2025-02-06,February,27.18,408.33
Jabalpur,2025-02-07,February,27.51,386.86
Jabalpur,2025-02-08,February,22.72,460.74
Jabalpur,2025-02-09,February,20.66,411.96
Jabalpur,2025-02-10,February,27.67,444.46
Jabalpur,2025-02-11,February,27.57,398.29
Jabalpur,2025-02-12,February,26.59,419.62
Jabalpur,2025-02-13,February,23.41,444.0
Jabalpur,2025-02-14,February,21.49,496.19
Jabalpur,2025-02-15,February,22.36,394.93
Jabalpur,2025-02-16,February,25.11,355.5
Jabalpur,2025-02-17,February,22.29,362.24
Jabalpur,2025-02-18,February,22.31,415.79
Jabalpur,2025-02-19,February,23.84,415.78
Jabalpur,2025-02-20,February,27.58,396.28
Jabalpur,2025-02-21,February,24.57,455.94
Jabalpur,2025-02-22,February,20.79,479.1
Jabalpur,2025-02-23,February,25.88,465.67
Jabalpur,2025-02-24,February,22.61,411.9
Jabalpur,2025-02-25,February,25.29,422.76
Jabalpur,2025-02-26,February,22.92,377.66
Jabalpur,2025-02-27,February,26.06,472.33
Jabalpur,2025-02-28,February,20.56,447.06
Jabalpur,2025-03-01,March,29.01,570.31
Jabalpur,2025-03-02,March,32.12,471.94
Jabalpur,2025-03-03,March,31.75,457.21
Jabalpur,2025-03-04,March,34.55,557.02
Jabalpur,2025-03-05,March,32.07,587.46
Jabalpur,2025-03-06,March,32.03,479.27
Jabalpur,2025-03-07,March,34.61,597.97
Jabalpur,2025-03-08,March,31.55,469.19
Jabalpur,2025-03-09,March,34.69,520.14
Jabalpur,2025-03-10,March,28.65,558.11
Jabalpur,2025-03-11,March,34.81,531.1
Jabalpur,2025-03-12,March,32.96,479.78
Jabalpur,2025-03-13,March,28.09,505.74
Jabalpur,2025-03-14,March,28.4,543.67
Jabalpur,2025-03-15,March,30.61,571.08
